Price,Close,High,Low,Open,Volume
Ticker,BTC,BTC,BTC,BTC,BTC
Date,,,,,
2024-10-01,27.399999618530273,28.149999618530273,27.049999237060547,28.100000381469727,1533700
2024-10-02,26.700000762939453,27.649999618530273,26.600000381469727,27.0,1738180
2024-10-03,27.049999237060547,27.100000381469727,26.549999237060547,26.799999237060547,995900
2024-10-04,27.700000762939453,27.75,26.950000762939453,27.299999237060547,982140
2024-10-07,28.100000381469727,28.600000381469727,27.825000762939453,28.0,1015260
2024-10-08,27.600000381469727,28.049999237060547,27.399999618530273,27.799999237060547,1198900
2024-10-09,27.0,27.649999618530273,26.924999237060547,27.450000762939453,1173780
2024-10-10,26.450000762939453,27.049999237060547,26.100000381469727,27.049999237060547,1244480
2024-10-11,28.049999237060547,28.149999618530273,27.200000762939453,27.25,1277780
2024-10-14,29.25,29.450000762939453,28.649999618530273,28.75,2025760
2024-10-15,29.700000762939453,30.18000030517578,28.75,29.25,2534600
2024-10-16,30.049999237060547,30.350000381469727,29.774999618530273,30.100000381469727,1638200
2024-10-17,29.600000381469727,30.040000915527344,29.549999237060547,29.75,1713640
2024-10-18,30.399999618530273,30.649999618530273,30.024999618530273,30.049999237060547,1383180
2024-10-21,30.049999237060547,30.149999618530273,29.600000381469727,30.100000381469727,1901020
2024-10-22,29.899999618530273,30.0,29.5,29.75,1212620
2024-10-23,29.399999618530273,29.649999618530273,28.8700008392334,29.5,1163580
2024-10-24,30.299999237060547,30.299999237060547,29.81999969482422,30.0,1154200
2024-10-25,29.600000381469727,30.549999237060547,29.200000762939453,30.149999618530273,2562340
2024-10-28,30.850000381469727,31.0,30.34000015258789,30.600000381469727,2831520
2024-10-29,32.20000076293945,32.69499969482422,31.450000762939453,31.600000381469727,2859000
2024-10-30,31.850000381469727,32.150001525878906,31.65999984741211,31.850000381469727,1677760
2024-10-31,31.049999237060547,31.950000762939453,30.950000762939453,31.950000762939453,2829760
2024-11-01,30.700000762939453,31.760000228881836,30.459999084472656,31.149999618530273,2446040
2024-11-04,29.850000381469727,30.5,29.774999618530273,30.399999618530273,2319060
2024-11-05,30.799999237060547,31.280000686645508,30.475000381469727,30.75,2077900
2024-11-06,33.79999923706055,33.95000076293945,32.599998474121094,32.95000076293945,2762900
2024-11-07,34.0,34.150001525878906,33.04999923706055,33.25,2689420
2024-11-08,34.0,34.349998474121094,33.54999923706055,33.849998474121094,2605240
2024-11-11,38.650001525878906,38.849998474121094,36.20000076293945,36.349998474121094,6037200
2024-11-12,39.79999923706055,39.95000076293945,37.79999923706055,38.20000076293945,6230920
2024-11-13,39.849998474121094,41.5,39.599998474121094,39.95000076293945,5549940
2024-11-14,38.849998474121094,40.75,38.75,40.54999923706055,4882080
2024-11-15,40.599998474121094,40.650001525878906,38.900001525878906,39.650001525878906,4386120
2024-11-18,40.650001525878906,41.099998474121094,39.775001525878906,40.150001525878906,3808420
2024-11-19,41.099998474121094,41.75,40.45000076293945,40.650001525878906,3631860
2024-11-20,41.84000015258789,42.13999938964844,41.369998931884766,41.970001220703125,1355100
2024-11-21,43.599998474121094,43.97999954223633,42.400001525878906,43.20000076293945,2695900
2024-11-22,44.04999923706055,44.290000915527344,43.119998931884766,43.34000015258789,2335300
2024-11-25,42.15999984741211,43.220001220703125,41.840999603271484,43.16999816894531,2153200
2024-11-26,40.31999969482422,42.029998779296875,40.20000076293945,40.869998931884766,1696900
2024-11-27,42.93000030517578,43.220001220703125,41.79999923706055,41.93000030517578,1417600
2024-11-29,43.09000015258789,43.900001525878906,43.060001373291016,43.220001220703125,927600
2024-12-02,42.459999084472656,43.25,41.869998931884766,42.560001373291016,1129300
2024-12-03,42.41999816894531,42.75,41.50899887084961,41.790000915527344,662300
2024-12-04,43.939998626708984,44.04999923706055,41.95000076293945,42.540000915527344,1004900
2024-12-05,43.939998626708984,46.04999923706055,43.415000915527344,45.619998931884766,2164400
2024-12-06,45.099998474121094,45.33000183105469,43.77000045776367,44.099998474121094,1523100
2024-12-09,42.630001068115234,44.56999969482422,42.599998474121094,43.959999084472656,1337900
2024-12-10,42.75,43.619998931884766,41.79999923706055,43.4900016784668,1019500
2024-12-11,44.939998626708984,45.150001525878906,43.68000030517578,43.779998779296875,1712000
2024-12-12,44.34000015258789,45.5,44.005001068115234,45.0,1274700
2024-12-13,45.11000061035156,45.249000549316406,44.22999954223633,44.560001373291016,995000
2024-12-16,46.939998626708984,47.86000061035156,46.25,46.279998779296875,2031300
2024-12-17,47.29999923706055,48.06999969482422,46.869998931884766,47.790000915527344,2938700
2024-12-18,44.599998474121094,46.540000915527344,44.290000915527344,46.400001525878906,4051900
2024-12-19,42.66999816894531,45.569000244140625,42.310001373291016,45.369998931884766,2187800
2024-12-20,42.709999084472656,43.349998474121094,42.029998779296875,42.18000030517578,1428900
2024-12-23,41.209999084472656,42.349998474121094,40.91999816894531,42.279998779296875,1937000
2024-12-24,43.849998474121094,43.93000030517578,42.77000045776367,42.90999984741211,972300
2024-12-26,42.33000183105469,42.810001373291016,42.150001525878906,42.43000030517578,1009000
2024-12-27,41.81999969482422,42.70000076293945,41.310001373291016,42.68000030517578,1393400
2024-12-30,41.75,42.04999923706055,40.43000030517578,41.15999984741211,1169900
2024-12-31,41.869998931884766,42.63999938964844,41.27000045776367,42.45000076293945,1141700
2025-01-02,43.15999984741211,43.38999938964844,42.54999923706055,42.7400016784668,1558700
2025-01-03,43.599998474121094,43.93000030517578,42.849998474121094,43.06999969482422,1012700
2025-01-06,45.34000015258789,45.5099983215332,43.81999969482422,43.900001525878906,2727800
2025-01-07,42.7400016784668,44.70000076293945,42.560001373291016,44.66999816894531,2328700
2025-01-08,41.61000061035156,42.54999923706055,40.933998107910156,42.279998779296875,1382800
2025-01-10,41.9900016784668,42.4900016784668,40.869998931884766,41.849998474121094,1430600
2025-01-13,41.4900016784668,41.560001373291016,39.52000045776367,40.279998779296875,1313300
2025-01-14,42.77000045776367,43.11000061035156,42.22700119018555,42.90999984741211,784200
2025-01-15,44.150001525878906,44.66999816894531,43.720001220703125,43.7599983215332,1218500
2025-01-16,44.5099983215332,44.6349983215332,43.119998931884766,44.06999969482422,1053100
2025-01-17,46.43000030517578,47.03900146484375,45.400001525878906,45.59000015258789,1593100
2025-01-21,47.08000183105469,47.58000183105469,45.54199981689453,46.63999938964844,1616700
2025-01-22,46.2599983215332,46.61000061035156,45.779998779296875,46.38999938964844,1286700
2025-01-23,45.810001373291016,47.38999938964844,45.34000015258789,45.400001525878906,2903800
2025-01-24,46.5099983215332,47.560001373291016,46.41999816894531,46.709999084472656,1109300
2025-01-27,44.91999816894531,45.34000015258789,43.7599983215332,44.65999984741211,1749700
2025-01-28,44.869998931884766,45.9900016784668,44.83000183105469,45.470001220703125,752700
2025-01-29,46.22999954223633,46.4900016784668,44.91999816894531,45.290000915527344,909400
2025-01-30,46.540000915527344,47.22999954223633,46.430999755859375,46.52000045776367,729600
2025-01-31,45.0099983215332,47.029998779296875,44.959999084472656,46.439998626708984,1285600
2025-02-03,44.86000061035156,45.279998779296875,41.861000061035156,42.0,2449200
2025-02-04,43.77000045776367,44.724998474121094,43.45000076293945,44.029998779296875,1358600
2025-02-05,43.13999938964844,43.970001220703125,42.77299880981445,43.77000045776367,789300
2025-02-06,42.959999084472656,43.869998931884766,42.40999984741211,43.59000015258789,862800
2025-02-07,42.41999816894531,44.439998626708984,42.380001068115234,44.209999084472656,988300
2025-02-10,43.18000030517578,43.444000244140625,42.93000030517578,43.290000915527344,577600
2025-02-11,42.22999954223633,43.13999938964844,42.02000045776367,42.939998626708984,841200
2025-02-12,42.9900016784668,43.290000915527344,41.880001068115234,41.97999954223633,991400
2025-02-13,42.65999984741211,42.75,42.20000076293945,42.529998779296875,502100
2025-02-14,43.11000061035156,43.88999938964844,42.68000030517578,42.84000015258789,782100
2025-02-18,41.720001220703125,42.84000015258789,41.34000015258789,42.779998779296875,1095700
2025-02-19,42.630001068115234,42.84000015258789,42.2599983215332,42.709999084472656,617900
2025-02-20,43.65999984741211,43.779998779296875,42.900001525878906,43.34000015258789,652700
2025-02-21,42.02000045776367,44.04999923706055,41.95000076293945,43.939998626708984,1045200
2025-02-24,41.63999938964844,42.439998626708984,41.4900016784668,42.279998779296875,1240100
2025-02-25,39.040000915527344,39.5,37.970001220703125,39.470001220703125,2398500
2025-02-26,37.31999969482422,39.130001068115234,36.380001068115234,38.0099983215332,2965300
2025-02-27,36.93000030517578,38.2599983215332,36.560001373291016,38.220001220703125,1127600
2025-02-28,37.33000183105469,37.7400016784668,35.90999984741211,36.25,1687200
